BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
HELMET (STR),PREFIX,# to maximum Mana,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,Helmet
HELMET (STR),SUFFIX,# Life Regeneration per second,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Critical Hit Chance,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,,Helmet
HELMET (STR),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Intelligence,of the Genius,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,Helmet
HELMET (STR),SUFFIX,# to Level of all Minion Skills,of the Despot,of the Taskmaster,,,,,,,,,,,,Helmet
HELMET (STR),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Helmet
HELMET (STR),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Helmet
HELMET (STR),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,Illusory,Unreal,Evanescent,Ephemeral,Unworldly,Ethereal,Shadowy,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",Maestro's,Minstrel's,Bard's,Troubadour's,Musician's,Poet's,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Mana",Falcon's,Eagle's,Hawk's,Owl's,Kingfisher's,Vulture's,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,#% increased Rarity of Items found,Hoarder's,Collector's,Magpie's,,,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Helmet
HELMET (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",Spirit's,Cherub's,Sylph's,Nymph's,Will-o-wisp's,,,,,,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Life,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,Helmet
HELMET (DEX/INT),PREFIX,# to maximum Mana,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,Helmet
HELMET (DEX/INT),SUFFIX,# Life Regeneration per second,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Critical Hit Chance,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Intelligence,of the Genius,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,Helmet
HELMET (DEX/INT),SUFFIX,# to Level of all Minion Skills,of the Despot,of the Taskmaster,,,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,,,Helmet
HELMET (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Armour and Energy Shield,Inspired,Interpolated,Inculcated,Infused,Instilled,Ingrained,Infixed,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",Prophet's,Visionary's,Haruspex's,Druid's,Auspex's,Augur's,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Mana",Whale's,Orca's,Dolphin's,Shark's,Swordfish's,Coelacanth's,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,#% increased Rarity of Items found,Hoarder's,Collector's,Magpie's,,,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Helmet
HELMET (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",Beatified,Hallowed,Sanctified,Anointed,Blessed,,,,,,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Life,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,Helmet
HELMET (STR/INT),PREFIX,# to maximum Mana,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,Helmet
HELMET (STR/INT),SUFFIX,# Life Regeneration per second,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Critical Hit Chance,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Intelligence,of the Genius,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Level of all Minion Skills,of the Despot,of the Taskmaster,,,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,of Buffering,of Dispersal,of Diffusion,of Enlivening,,,,,,,,,,Helmet
HELMET (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Armour and Evasion,Legend's,Hero's,Duelist's,Gladiator's,Fencer's,Brawler's,Scrapper's,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",Predator's,Aggressor's,Assailant's,Brute's,Thug's,Bully's,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Mana",Cerberus',Minotaur's,Bull's,Chimeral's,Rhex's,Rhoa's,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,#% increased Rarity of Items found,Hoarder's,Collector's,Magpie's,,,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to Accuracy Rating,Amazon's,Ranger's,Hunter's,Steady,Consistent,Deliberate,Focused,Reliable,Precise,,,,,Helmet
HELMET (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",Sturdy,Durable,Flexible,Pliant,Supple,,,,,,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Life,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,,,,Helmet
HELMET (STR/DEX),PREFIX,# to maximum Mana,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,,Helmet
HELMET (STR/DEX),SUFFIX,# Life Regeneration per second,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% increased Critical Hit Chance,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,"# to Accuracy Rating, #% increased Light Radius",of Radiance,of Light,of Shining,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% increased Rarity of Items found,of Archaeology,of Raiding,of Plunder,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Intelligence,of the Genius,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Level of all Minion Skills,of the Despot,of the Taskmaster,,,,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,,Helmet
HELMET (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,,Helmet
BODY ARMOUR (INT),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,#% increased Energy Shield,Unfaltering,Unassailable,Indomitable,Dauntless,Fearless,Resolute,Strong-Willed,Protective,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,"# to maximum Energy Shield, #% increased Energy Shield",Divine,Archon's,High Priest's,Priest's,Cardinal's,Deacon's,,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,"#% increased Energy Shield, # to maximum Life",Pope's,Exarch's,Bishop's,Abbot's,Prior's,Monk's,,,,,,,,Body Armour
BODY ARMOUR (INT),PREFIX,# to maximum Energy Shield,Resplendent,Incandescent,Scintillating,Dazzling,Blazing,Pulsing,Radiating,Glowing,Glittering,Glimmering,Shining,,,Body Armour
BODY ARMOUR (INT),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (INT),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% faster start of Energy Shield Recharge,of Anticipation,of Excitement,of Motivation,of Fretfulness,of Restlessness,of Impatience,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,#% increased Evasion Rating,Illusion's,Mirage's,Nightmare's,Phantasm's,Wraith's,Spectre's,Ghost's,Shade's,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,"# to Evasion Rating, #% increased Evasion Rating",Antelope's,Caribou's,Deer's,Moose's,Buck's,Impala's,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",Stag's,Ibex's,Ram's,Mouflon's,Fawn's,Flea's,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Evasion Rating,Fugitive,Lissome,Adroit,Elusory,Vaporous,Phased,Blurred,Fleet,Acrobat's,Dancer's,Agile,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Warping,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,#% increased Armour,Impenetrable,Impregnable,Girded,Thickened,Buttressed,Lobstered,Layered,Reinforced,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"# to Armour, #% increased Armour",Hardened,Shelled,Pangolin's,Tortoise's,Snail's,Abalone's,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"#% increased Armour, # to maximum Life",Crocodile's,Octopus',Nautilus',Urchin's,Lobster's,Oyster's,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to Armour,Impervious,Unmoving,Abating,Enveloped,Encased,Carapaced,Plated,Fortified,Ribbed,Studded,Lacquered,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (STR),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Strength,of the Titan,of the Leviathan,of the Goliath,of the Gorilla,of the Lion,of the Bear,of the Wrestler,of the Brute,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% of Armour also applies to Elemental Damage,of Thermokryptance,of Furring,of Padding,of Lining,of Sheathing,of Covering,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to # Physical Thorns damage,Jagged,Edged,Spiked,Pointed,Barbed,Spiny,Thorny,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,Incorporeal,Illusory,Unreal,Evanescent,Ephemeral,Unworldly,Ethereal,Shadowy,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield, #% increased Evasion and Energy Shield",Stalker's,Rogue's,Phantom's,Chaser's,Tracker's,Pursuer's,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",Maestro's,Minstrel's,Bard's,Troubadour's,Musician's,Poet's,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",Banshee's,Apparition's,Eidolon's,Spirit's,Cherub's,Sylph's,Nymph's,Will-o-wisp's,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to maximum Life,Prime,Rapturous,Vigorous,Fecund,Athlete's,Virile,Rotund,Robust,Stout,Stalwart,Sanguine,Healthy,Hale,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to Spirit,Queen's,Princess',Duchess',Countess',Marchioness',Viscountess',Baronness',Lady's,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# Life Regeneration per second,of the Phoenix,of Immortality,of Resurgence,of Recuperation,of Convalescence,of the Troll,of the Hydra,of the Starfish,of the Flatworm,of the Lizard,of the Newt,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Duration of Bleeding on You,of Staunching,of Assuaging,of Allaying,of Alleviation,of Sealing,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Ignite Duration on you,of Dousing,of Quenching,of Quelling,of Quashing,of Damping,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Poison Duration on you,of the Antidote,of the Panacea,of the Cure,of the Remedy,of the Antitoxin,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Dexterity,of the Phantom,of the Jaguar,of the Leopard,of the Panther,of the Falcon,of the Fox,of the Lynx,of the Mongoose,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Stun Threshold,of Obsidian Skin,of Corundum Skin,of Adamantite Skin,of Platinum Skin,of Granite Skin,of Steel Skin,of Iron Skin,of Stone Skin,of Reinforced Skin,of Thick Skin,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Chaos Resistance,of Bameth,of Exile,of Expulsion,of Eviction,of Banishment,of the Lost,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Cold Resistance,of Haast,of the Ice,of the Polar Bear,of the Walrus,of the Yeti,of the Narwhal,of the Penguin,of the Seal,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Fire Resistance,of Tzteosh,of Magma,of the Volcano,of the Furnace,of the Kiln,of the Drake,of the Salamander,of the Whelpling,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Lightning Resistance,of Ephij,of the Lightning,of the Maelstrom,of the Tempest,of the Thunderhead,of the Storm,of the Squall,of the Cloud,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% faster start of Energy Shield Recharge,of Anticipation,of Excitement,of Motivation,of Fretfulness,of Restlessness,of Impatience,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,of Warping,of Flexure,of Diversion,of Curvation,of Bending,of Deflecting,,,,,,,,Body Armour
