BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
BODY ARMOUR (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",LocalIncreasedEvasionAndLife6,LocalIncreasedEvasionAndLife5,LocalIncreasedEvasionAndLife4,LocalIncreasedEvasionAndLife3,LocalIncreasedEvasionAndLife2,LocalIncreasedEvasionAndLife1,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Evasion Rating,LocalIncreasedEvasionRating11,LocalIncreasedEvasionRating10,LocalIncreasedEvasionRating9___,LocalIncreasedEvasionRating8,LocalIncreasedEvasionRating7_,LocalIncreasedEvasionRating6,LocalIncreasedEvasionRating5,LocalIncreasedEvasionRating4,LocalIncreasedEvasionRating3,LocalIncreasedEvasionRating2,LocalIncreasedEvasionRating1,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to maximum Life,IncreasedLife13,IncreasedLife12,IncreasedLife11,IncreasedLife10,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Spirit,IncreasedSpirit8,IncreasedSpirit7,IncreasedSpirit6,IncreasedSpirit5,IncreasedSpirit4,IncreasedSpirit3,IncreasedSpirit2,IncreasedSpirit1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# Life Regeneration per second,LifeRegeneration11____,LifeRegeneration10__,LifeRegeneration9,LifeRegeneration8_,LifeRegeneration7,LifeRegeneration6,LifeRegeneration5,LifeRegeneration4,LifeRegeneration3,LifeRegeneration2,LifeRegeneration1,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Duration of Bleeding on You,ReducedBleedDuration5,ReducedBleedDuration4,ReducedBleedDuration3,ReducedBleedDuration2,ReducedBleedDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Ignite Duration on you,ReducedBurnDuration5,ReducedBurnDuration4,ReducedBurnDuration3,ReducedBurnDuration2,ReducedBurnDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Poison Duration on you,ReducedPoisonDuration5,ReducedPoisonDuration4,ReducedPoisonDuration3,ReducedPoisonDuration2,ReducedPoisonDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Dexterity,Dexterity8,Dexterity7,Dexterity6,Dexterity5,Dexterity4,Dexterity3,Dexterity2,Dexterity1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Stun Threshold,StunThreshold10,StunThreshold9,StunThreshold8,StunThreshold7,StunThreshold6,StunThreshold5,StunThreshold4,StunThreshold3,StunThreshold2,StunThreshold1,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,EvasionGrantsDeflection6,EvasionGrantsDeflection5,EvasionGrantsDeflection4,EvasionGrantsDeflection3,EvasionGrantsDeflection2,EvasionGrantsDeflection1,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to # Physical Thorns damage,AttackerTakesDamage7,AttackerTakesDamage6,AttackerTakesDamage5,AttackerTakesDamage4,AttackerTakesDamage3,AttackerTakesDamage2,AttackerTakesDamage1,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,#% increased Armour,LocalIncreasedPhysicalDamageReductionRatingPercent8_,LocalIncreasedPhysicalDamageReductionRatingPercent7,LocalIncreasedPhysicalDamageReductionRatingPercent6,LocalIncreasedPhysicalDamageReductionRatingPercent5,LocalIncreasedPhysicalDamageReductionRatingPercent4,LocalIncreasedPhysicalDamageReductionRatingPercent3,LocalIncreasedPhysicalDamageReductionRatingPercent2,LocalIncreasedPhysicalDamageReductionRatingPercent1,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"# to Armour, #% increased Armour",LocalIncreasedArmourAndBase6,LocalIncreasedArmourAndBase5,LocalIncreasedArmourAndBase4,LocalIncreasedArmourAndBase3,LocalIncreasedArmourAndBase2,LocalIncreasedArmourAndBase1,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"#% increased Armour, # to maximum Life",LocalIncreasedArmourAndLife6,LocalIncreasedArmourAndLife5,LocalIncreasedArmourAndLife4,LocalIncreasedArmourAndLife3,LocalIncreasedArmourAndLife2,LocalIncreasedArmourAndLife1,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to Armour,LocalIncreasedPhysicalDamageReductionRating11,LocalIncreasedPhysicalDamageReductionRating10,LocalIncreasedPhysicalDamageReductionRating9_,LocalIncreasedPhysicalDamageReductionRating8,LocalIncreasedPhysicalDamageReductionRating7__,LocalIncreasedPhysicalDamageReductionRating6,LocalIncreasedPhysicalDamageReductionRating5,LocalIncreasedPhysicalDamageReductionRating4,LocalIncreasedPhysicalDamageReductionRating3,LocalIncreasedPhysicalDamageReductionRating2,LocalIncreasedPhysicalDamageReductionRating1,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to maximum Life,IncreasedLife13,IncreasedLife12,IncreasedLife11,IncreasedLife10,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,Body Armour
BODY ARMOUR (STR),PREFIX,# to Spirit,IncreasedSpirit8,IncreasedSpirit7,IncreasedSpirit6,IncreasedSpirit5,IncreasedSpirit4,IncreasedSpirit3,IncreasedSpirit2,IncreasedSpirit1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# Life Regeneration per second,LifeRegeneration11____,LifeRegeneration10__,LifeRegeneration9,LifeRegeneration8_,LifeRegeneration7,LifeRegeneration6,LifeRegeneration5,LifeRegeneration4,LifeRegeneration3,LifeRegeneration2,LifeRegeneration1,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Duration of Bleeding on You,ReducedBleedDuration5,ReducedBleedDuration4,ReducedBleedDuration3,ReducedBleedDuration2,ReducedBleedDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Ignite Duration on you,ReducedBurnDuration5,ReducedBurnDuration4,ReducedBurnDuration3,ReducedBurnDuration2,ReducedBurnDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Poison Duration on you,ReducedPoisonDuration5,ReducedPoisonDuration4,ReducedPoisonDuration3,ReducedPoisonDuration2,ReducedPoisonDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Stun Threshold,StunThreshold10,StunThreshold9,StunThreshold8,StunThreshold7,StunThreshold6,StunThreshold5,StunThreshold4,StunThreshold3,StunThreshold2,StunThreshold1,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% of Armour also applies to Elemental Damage,ArmourAppliesToElementalDamage6,ArmourAppliesToElementalDamage5,ArmourAppliesToElementalDamage4,ArmourAppliesToElementalDamage3,ArmourAppliesToElementalDamage2,ArmourAppliesToElementalDamage1,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to # Physical Thorns damage,AttackerTakesDamage7,AttackerTakesDamage6,AttackerTakesDamage5,AttackerTakesDamage4,AttackerTakesDamage3,AttackerTakesDamage2,AttackerTakesDamage1,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,LocalIncreasedEvasionAndEnergyShield8,LocalIncreasedEvasionAndEnergyShield7,LocalIncreasedEvasionAndEnergyShield6,LocalIncreasedEvasionAndEnergyShield5_,LocalIncreasedEvasionAndEnergyShield4,LocalIncreasedEvasionAndEnergyShield3,LocalIncreasedEvasionAndEnergyShield2,LocalIncreasedEvasionAndEnergyShield1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield, #% increased Evasion and Energy Shield",LocalIncreasedEvasionAndEnergyShieldAndBase6,LocalIncreasedEvasionAndEnergyShieldAndBase5,LocalIncreasedEvasionAndEnergyShieldAndBase4,LocalIncreasedEvasionAndEnergyShieldAndBase3,LocalIncreasedEvasionAndEnergyShieldAndBase2,LocalIncreasedEvasionAndEnergyShieldAndBase1,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",LocalIncreasedEvasionAndEnergyShieldAndLife6,LocalIncreasedEvasionAndEnergyShieldAndLife5,LocalIncreasedEvasionAndEnergyShieldAndLife4,LocalIncreasedEvasionAndEnergyShieldAndLife3,LocalIncreasedEvasionAndEnergyShieldAndLife2,LocalIncreasedEvasionAndEnergyShieldAndLife1,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",LocalBaseEvasionRatingAndEnergyShield8___,LocalBaseEvasionRatingAndEnergyShield7___,LocalBaseEvasionRatingAndEnergyShield6,LocalBaseEvasionRatingAndEnergyShield5_,LocalBaseEvasionRatingAndEnergyShield4,LocalBaseEvasionRatingAndEnergyShield3,LocalBaseEvasionRatingAndEnergyShield2,LocalBaseEvasionRatingAndEnergyShield1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to maximum Life,IncreasedLife13,IncreasedLife12,IncreasedLife11,IncreasedLife10,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to Spirit,IncreasedSpirit8,IncreasedSpirit7,IncreasedSpirit6,IncreasedSpirit5,IncreasedSpirit4,IncreasedSpirit3,IncreasedSpirit2,IncreasedSpirit1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# Life Regeneration per second,LifeRegeneration11____,LifeRegeneration10__,LifeRegeneration9,LifeRegeneration8_,LifeRegeneration7,LifeRegeneration6,LifeRegeneration5,LifeRegeneration4,LifeRegeneration3,LifeRegeneration2,LifeRegeneration1,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Duration of Bleeding on You,ReducedBleedDuration5,ReducedBleedDuration4,ReducedBleedDuration3,ReducedBleedDuration2,ReducedBleedDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Ignite Duration on you,ReducedBurnDuration5,ReducedBurnDuration4,ReducedBurnDuration3,ReducedBurnDuration2,ReducedBurnDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Poison Duration on you,ReducedPoisonDuration5,ReducedPoisonDuration4,ReducedPoisonDuration3,ReducedPoisonDuration2,ReducedPoisonDuration1,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Dexterity,Dexterity8,Dexterity7,Dexterity6,Dexterity5,Dexterity4,Dexterity3,Dexterity2,Dexterity1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Stun Threshold,StunThreshold10,StunThreshold9,StunThreshold8,StunThreshold7,StunThreshold6,StunThreshold5,StunThreshold4,StunThreshold3,StunThreshold2,StunThreshold1,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% faster start of Energy Shield Recharge,FasterStartOfEnergyShieldRecharge6,FasterStartOfEnergyShieldRecharge5,FasterStartOfEnergyShieldRecharge4,FasterStartOfEnergyShieldRecharge3,FasterStartOfEnergyShieldRecharge2,FasterStartOfEnergyShieldRecharge1,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,EvasionGrantsDeflection6,EvasionGrantsDeflection5,EvasionGrantsDeflection4,EvasionGrantsDeflection3,EvasionGrantsDeflection2,EvasionGrantsDeflection1,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to # Physical Thorns damage,AttackerTakesDamage7,AttackerTakesDamage6,AttackerTakesDamage5,AttackerTakesDamage4,AttackerTakesDamage3,AttackerTakesDamage2,AttackerTakesDamage1,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,#% increased Armour and Energy Shield,LocalIncreasedArmourAndEnergyShield8,LocalIncreasedArmourAndEnergyShield7,LocalIncreasedArmourAndEnergyShield6,LocalIncreasedArmourAndEnergyShield5,LocalIncreasedArmourAndEnergyShield4,LocalIncreasedArmourAndEnergyShield3,LocalIncreasedArmourAndEnergyShield2,LocalIncreasedArmourAndEnergyShield1,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield, #% increased Armour and Energy Shield",LocalIncreasedArmourAndEnergyShieldAndBase6,LocalIncreasedArmourAndEnergyShieldAndBase5,LocalIncreasedArmourAndEnergyShieldAndBase4,LocalIncreasedArmourAndEnergyShieldAndBase3,LocalIncreasedArmourAndEnergyShieldAndBase2,LocalIncreasedArmourAndEnergyShieldAndBase1,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",LocalIncreasedArmourAndEnergyShieldAndLife6,LocalIncreasedArmourAndEnergyShieldAndLife5,LocalIncreasedArmourAndEnergyShieldAndLife4,LocalIncreasedArmourAndEnergyShieldAndLife3,LocalIncreasedArmourAndEnergyShieldAndLife2,LocalIncreasedArmourAndEnergyShieldAndLife1,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",LocalBaseArmourAndEnergyShield8,LocalBaseArmourAndEnergyShield7,LocalBaseArmourAndEnergyShield6,LocalBaseArmourAndEnergyShield5,LocalBaseArmourAndEnergyShield4,LocalBaseArmourAndEnergyShield3,LocalBaseArmourAndEnergyShield2_,LocalBaseArmourAndEnergyShield1,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to maximum Life,IncreasedLife13,IncreasedLife12,IncreasedLife11,IncreasedLife10,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to Spirit,IncreasedSpirit8,IncreasedSpirit7,IncreasedSpirit6,IncreasedSpirit5,IncreasedSpirit4,IncreasedSpirit3,IncreasedSpirit2,IncreasedSpirit1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# Life Regeneration per second,LifeRegeneration11____,LifeRegeneration10__,LifeRegeneration9,LifeRegeneration8_,LifeRegeneration7,LifeRegeneration6,LifeRegeneration5,LifeRegeneration4,LifeRegeneration3,LifeRegeneration2,LifeRegeneration1,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Duration of Bleeding on You,ReducedBleedDuration5,ReducedBleedDuration4,ReducedBleedDuration3,ReducedBleedDuration2,ReducedBleedDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Ignite Duration on you,ReducedBurnDuration5,ReducedBurnDuration4,ReducedBurnDuration3,ReducedBurnDuration2,ReducedBurnDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Poison Duration on you,ReducedPoisonDuration5,ReducedPoisonDuration4,ReducedPoisonDuration3,ReducedPoisonDuration2,ReducedPoisonDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Intelligence,Intelligence8,Intelligence7,Intelligence6,Intelligence5,Intelligence4,Intelligence3,Intelligence2,Intelligence1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Stun Threshold,StunThreshold10,StunThreshold9,StunThreshold8,StunThreshold7,StunThreshold6,StunThreshold5,StunThreshold4,StunThreshold3,StunThreshold2,StunThreshold1,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% faster start of Energy Shield Recharge,FasterStartOfEnergyShieldRecharge6,FasterStartOfEnergyShieldRecharge5,FasterStartOfEnergyShieldRecharge4,FasterStartOfEnergyShieldRecharge3,FasterStartOfEnergyShieldRecharge2,FasterStartOfEnergyShieldRecharge1,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,ArmourAppliesToElementalDamage6,ArmourAppliesToElementalDamage5,ArmourAppliesToElementalDamage4,ArmourAppliesToElementalDamage3,ArmourAppliesToElementalDamage2,ArmourAppliesToElementalDamage1,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to # Physical Thorns damage,AttackerTakesDamage7,AttackerTakesDamage6,AttackerTakesDamage5,AttackerTakesDamage4,AttackerTakesDamage3,AttackerTakesDamage2,AttackerTakesDamage1,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,#% increased Armour and Evasion,LocalIncreasedArmourAndEvasion8,LocalIncreasedArmourAndEvasion7,LocalIncreasedArmourAndEvasion6,LocalIncreasedArmourAndEvasion5,LocalIncreasedArmourAndEvasion4,LocalIncreasedArmourAndEvasion3,LocalIncreasedArmourAndEvasion2,LocalIncreasedArmourAndEvasion1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating, #% increased Armour and Evasion",LocalIncreasedArmourAndEvasionAndBase6,LocalIncreasedArmourAndEvasionAndBase5,LocalIncreasedArmourAndEvasionAndBase4,LocalIncreasedArmourAndEvasionAndBase3,LocalIncreasedArmourAndEvasionAndBase2,LocalIncreasedArmourAndEvasionAndBase1,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",LocalIncreasedArmourAndEvasionAndLife6,LocalIncreasedArmourAndEvasionAndLife5,LocalIncreasedArmourAndEvasionAndLife4,LocalIncreasedArmourAndEvasionAndLife3,LocalIncreasedArmourAndEvasionAndLife2,LocalIncreasedArmourAndEvasionAndLife1,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",LocalBaseArmourAndEvasionRating8,LocalBaseArmourAndEvasionRating7,LocalBaseArmourAndEvasionRating6_,LocalBaseArmourAndEvasionRating5,LocalBaseArmourAndEvasionRating4,LocalBaseArmourAndEvasionRating3,LocalBaseArmourAndEvasionRating2,LocalBaseArmourAndEvasionRating1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to maximum Life,IncreasedLife13,IncreasedLife12,IncreasedLife11,IncreasedLife10,IncreasedLife9,IncreasedLife8,IncreasedLife7,IncreasedLife6,IncreasedLife5,IncreasedLife4,IncreasedLife3,IncreasedLife2,IncreasedLife1,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to Spirit,IncreasedSpirit8,IncreasedSpirit7,IncreasedSpirit6,IncreasedSpirit5,IncreasedSpirit4,IncreasedSpirit3,IncreasedSpirit2,IncreasedSpirit1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# Life Regeneration per second,LifeRegeneration11____,LifeRegeneration10__,LifeRegeneration9,LifeRegeneration8_,LifeRegeneration7,LifeRegeneration6,LifeRegeneration5,LifeRegeneration4,LifeRegeneration3,LifeRegeneration2,LifeRegeneration1,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Attribute Requirements,ReducedLocalAttributeRequirements5,ReducedLocalAttributeRequirements4,ReducedLocalAttributeRequirements3,ReducedLocalAttributeRequirements2,ReducedLocalAttributeRequirements1,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Duration of Bleeding on You,ReducedBleedDuration5,ReducedBleedDuration4,ReducedBleedDuration3,ReducedBleedDuration2,ReducedBleedDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Ignite Duration on you,ReducedBurnDuration5,ReducedBurnDuration4,ReducedBurnDuration3,ReducedBurnDuration2,ReducedBurnDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Poison Duration on you,ReducedPoisonDuration5,ReducedPoisonDuration4,ReducedPoisonDuration3,ReducedPoisonDuration2,ReducedPoisonDuration1,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Dexterity,Dexterity8,Dexterity7,Dexterity6,Dexterity5,Dexterity4,Dexterity3,Dexterity2,Dexterity1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Strength,Strength8,Strength7,Strength6,Strength5,Strength4,Strength3,Strength2,Strength1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Stun Threshold,StunThreshold10,StunThreshold9,StunThreshold8,StunThreshold7,StunThreshold6,StunThreshold5,StunThreshold4,StunThreshold3,StunThreshold2,StunThreshold1,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Chaos Resistance,ChaosResist6,ChaosResist5,ChaosResist4,ChaosResist3,ChaosResist2,ChaosResist1,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Cold Resistance,ColdResist8,ColdResist7,ColdResist6,ColdResist5,ColdResist4,ColdResist3,ColdResist2,ColdResist1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Fire Resistance,FireResist8,FireResist7,FireResist6,FireResist5,FireResist4,FireResist3,FireResist2,FireResist1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Lightning Resistance,LightningResist8,LightningResist7,LightningResist6,LightningResist5,LightningResist4,LightningResist3,LightningResist2,LightningResist1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,ArmourAppliesToElementalDamage6,ArmourAppliesToElementalDamage5,ArmourAppliesToElementalDamage4,ArmourAppliesToElementalDamage3,ArmourAppliesToElementalDamage2,ArmourAppliesToElementalDamage1,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,EvasionGrantsDeflection6,EvasionGrantsDeflection5,EvasionGrantsDeflection4,EvasionGrantsDeflection3,EvasionGrantsDeflection2,EvasionGrantsDeflection1,,,,,,,,Body Armour
SHIELD (STR),PREFIX,# to # Physical Thorns damage,AttackerTakesDamage7,AttackerTakesDamage6,AttackerTakesDamage5,AttackerTakesDamage4,AttackerTakesDamage3,AttackerTakesDamage2,AttackerTakesDamage1,,,,,,,Shield
SHIELD (STR),PREFIX,#% increased Armour,LocalIncreasedPhysicalDamageReductionRatingPercent8_,LocalIncreasedPhysicalDamageReductionRatingPercent7,LocalIncreasedPhysicalDamageReductionRatingPercent6,LocalIncreasedPhysicalDamageReductionRatingPercent5,LocalIncreasedPhysicalDamageReductionRatingPercent4,LocalIncreasedPhysicalDamageReductionRatingPercent3,LocalIncreasedPhysicalDamageReductionRatingPercent2,LocalIncreasedPhysicalDamageReductionRatingPercent1,,,,,,Shield
SHIELD (STR),PREFIX,"#% increased Armour, # to Stun Threshold",LocalArmourAndStunThreshold6,LocalArmourAndStunThreshold5,LocalArmourAndStunThreshold4,LocalArmourAndStunThreshold3,LocalArmourAndStunThreshold2,LocalArmourAndStunThreshold1,,,,,,,,Shield
