BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
BODY ARMOUR (INT),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (INT),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (INT),SUFFIX,#% faster start of Energy Shield Recharge,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,#% increased Evasion Rating,75,65,60,54,46,33,16,2,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,"# to Evasion Rating, #% increased Evasion Rating",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,"#% increased Evasion Rating, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Evasion Rating,79,75,65,60,54,46,33,25,16,8,1,,,Body Armour
BODY ARMOUR (DEX),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (DEX),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,#% increased Armour,75,65,60,54,46,35,16,2,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"# to Armour, #% increased Armour",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,"#% increased Armour, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to Armour,79,75,65,60,54,46,33,25,16,8,1,,,Body Armour
BODY ARMOUR (STR),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (STR),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (STR),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,#% increased Evasion and Energy Shield,75,65,60,54,46,33,16,2,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield, #% increased Evasion and Energy Shield",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"#% increased Evasion and Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,"# to Evasion Rating, # to maximum Energy Shield",75,65,60,54,46,33,16,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (DEX/INT),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,#% faster start of Energy Shield Recharge,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (DEX/INT),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,#% increased Armour and Energy Shield,75,65,60,54,46,33,16,2,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield, #% increased Armour and Energy Shield",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",75,65,60,54,46,33,16,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (STR/INT),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% faster start of Energy Shield Recharge,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,#% increased Armour and Evasion,75,65,60,54,46,33,16,2,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating, #% increased Armour and Evasion",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to maximum Life",78,60,46,33,16,8,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",75,65,60,54,46,33,16,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to maximum Life,80,75,70,65,60,54,46,38,33,24,16,6,1,Body Armour
BODY ARMOUR (STR/DEX),PREFIX,# to Spirit,78,65,60,54,46,33,25,16,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# Life Regeneration per second,81,75,68,58,47,35,26,17,11,5,1,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Duration of Bleeding on You,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Ignite Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% reduced Poison Duration on you,76,64,50,37,21,,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Body Armour
BODY ARMOUR (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,81,66,48,36,30,30,,,,,,,,Body Armour
SHIELD (STR),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Shield
SHIELD (STR),PREFIX,#% increased Armour,75,65,60,54,46,35,16,2,,,,,,Shield
SHIELD (STR),PREFIX,"#% increased Armour, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Shield
SHIELD (STR),PREFIX,#% increased Block chance,65,33,1,,,,,,,,,,,Shield
SHIELD (STR),PREFIX,# to Armour,75,65,60,54,46,33,25,16,8,1,,,,Shield
SHIELD (STR),PREFIX,# to maximum Life,70,65,60,54,46,38,33,24,16,6,1,,,Shield
SHIELD (STR),SUFFIX,#% additional Physical Damage Reduction,77,66,53,41,32,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Shield
SHIELD (STR),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Shield
SHIELD (STR),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Shield
SHIELD (STR),SUFFIX,#% to all Maximum Elemental Resistances,81,75,,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Chaos Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Cold Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Fire Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% to Maximum Lightning Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Shield
BUCKLER,PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Buckler
BUCKLER,PREFIX,#% increased Block chance,65,33,1,,,,,,,,,,,Buckler
BUCKLER,PREFIX,#% increased Evasion Rating,75,65,60,54,46,35,16,2,,,,,,Buckler
BUCKLER,PREFIX,"#% increased Evasion Rating, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Buckler
BUCKLER,PREFIX,# to Evasion Rating,75,65,60,54,46,33,25,16,8,1,,,,Buckler
BUCKLER,PREFIX,# to maximum Life,70,65,60,54,46,38,33,24,16,6,1,,,Buckler
BUCKLER,SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Buckler
BUCKLER,SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Buckler
BUCKLER,SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Buckler
BUCKLER,SUFFIX,#% to all Maximum Elemental Resistances,81,75,,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Buckler
BUCKLER,SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Buckler
BUCKLER,SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Chaos Resistance,81,75,68,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Cold Resistance,81,75,68,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Fire Resistance,81,75,68,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,#% to Maximum Lightning Resistance,81,75,68,,,,,,,,,,,Buckler
BUCKLER,SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,81,66,48,36,30,30,,,,,,,,Buckler
SHIELD (STR/INT),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Shield
SHIELD (STR/INT),PREFIX,#% increased Armour and Energy Shield,75,65,60,54,46,33,16,2,,,,,,Shield
SHIELD (STR/INT),PREFIX,"#% increased Armour and Energy Shield, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Shield
SHIELD (STR/INT),PREFIX,#% increased Block chance,65,33,1,,,,,,,,,,,Shield
SHIELD (STR/INT),PREFIX,"# to Armour, # to maximum Energy Shield",65,60,54,46,33,16,1,,,,,,,Shield
SHIELD (STR/INT),PREFIX,# to maximum Life,70,65,60,54,46,38,33,24,16,6,1,,,Shield
SHIELD (STR/INT),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Shield
SHIELD (STR/INT),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to all Elemental Resistances,80,68,54,40,26,12,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to all Maximum Elemental Resistances,81,75,,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Chaos Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Cold Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Fire Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% to Maximum Lightning Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% increased Energy Shield Recharge Rate,81,66,48,36,30,30,,,,,,,,Shield
SHIELD (STR/INT),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,#% increased Armour and Evasion,75,65,60,54,46,33,16,2,,,,,,Shield
SHIELD (STR/DEX),PREFIX,"#% increased Armour and Evasion, # to Stun Threshold",74,63,48,38,19,10,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,#% increased Block chance,65,33,1,,,,,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,"# to Armour, # to Evasion Rating",65,60,54,46,33,16,1,,,,,,,Shield
SHIELD (STR/DEX),PREFIX,# to maximum Life,70,65,60,54,46,38,33,24,16,6,1,,,Shield
SHIELD (STR/DEX),SUFFIX,#% reduced Attribute Requirements,60,52,40,32,24,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to all Maximum Elemental Resistances,81,75,,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Chaos Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Cold Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Fire Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% to Maximum Lightning Resistance,81,75,68,,,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,Hits against you have #% reduced Critical Damage Bonus,81,69,58,45,33,,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,#% of Armour also applies to Elemental Damage,81,66,48,36,30,30,,,,,,,,Shield
SHIELD (STR/DEX),SUFFIX,Gain Deflection Rating equal to #% of Evasion Rating,81,66,48,36,30,30,,,,,,,,Shield
BELT,PREFIX,# to # Physical Thorns damage,74,63,48,38,19,10,1,,,,,,,Belt
BELT,PREFIX,#% increased Charm Effect Duration,75,60,46,33,8,,,,,,,,,Belt
BELT,PREFIX,#% increased Flask Life Recovery rate,75,60,46,33,16,1,,,,,,,,Belt
BELT,PREFIX,#% increased Flask Mana Recovery rate,63,54,36,26,11,5,,,,,,,,Belt
BELT,PREFIX,# to Armour,80,70,65,54,46,33,25,16,11,1,,,,Belt
BELT,PREFIX,# to maximum Life,65,60,54,46,38,33,24,16,6,1,,,,Belt
BELT,PREFIX,# to maximum Mana,60,54,46,38,33,25,16,6,1,,,,,Belt
BELT,SUFFIX,# Life Regeneration per second,68,58,47,35,26,17,11,5,1,,,,,Belt
BELT,SUFFIX,#% increased Charm Charges gained,81,70,48,32,16,2,,,,,,,,Belt
BELT,SUFFIX,#% increased Flask Charges gained,81,70,48,32,16,2,,,,,,,,Belt
BELT,SUFFIX,#% reduced Charm Charges used,81,72,50,33,18,3,,,,,,,,Belt
BELT,SUFFIX,#% reduced Flask Charges used,81,72,50,33,18,3,,,,,,,,Belt
BELT,SUFFIX,# to Strength,81,74,66,55,44,33,22,11,1,,,,,Belt
BELT,SUFFIX,# to Stun Threshold,72,63,54,45,36,29,22,15,8,1,,,,Belt
BELT,SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Belt
BELT,SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Belt
BELT,SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Belt
BELT,SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Belt
RING,PREFIX,#% increased Chaos Damage,75,65,46,33,16,8,,,,,,,,Ring
RING,PREFIX,#% increased Cold Damage,75,65,46,33,16,8,,,,,,,,Ring
RING,PREFIX,#% increased Fire Damage,75,65,46,33,16,8,,,,,,,,Ring
RING,PREFIX,#% increased Lightning Damage,75,65,46,33,16,8,,,,,,,,Ring
RING,PREFIX,#% increased Rarity of Items found,47,29,10,,,,,,,,,,,Ring
RING,PREFIX,# to Accuracy Rating,67,58,48,36,26,18,11,1,,,,,,Ring
RING,PREFIX,# to Evasion Rating,70,65,54,46,33,25,16,11,1,,,,,Ring
RING,PREFIX,# to maximum Life,54,46,38,33,24,16,6,1,,,,,,Ring
RING,PREFIX,# to maximum Mana,75,70,65,60,54,46,38,33,25,16,6,1,,Ring
RING,PREFIX,Adds # to # Cold damage to Attacks,75,65,60,54,46,33,16,8,1,,,,,Ring
RING,PREFIX,Adds # to # Fire damage to Attacks,75,65,60,54,46,33,16,8,1,,,,,Ring
RING,PREFIX,Adds # to # Lightning damage to Attacks,75,65,60,54,46,33,16,8,1,,,,,Ring
RING,PREFIX,Adds # to # Physical Damage to Attacks,75,65,60,54,46,33,16,8,1,,,,,Ring
RING,SUFFIX,# Life Regeneration per second,47,35,26,17,11,5,1,,,,,,,Ring
RING,SUFFIX,#% increased Cast Speed,45,30,15,1,,,,,,,,,,Ring
RING,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",30,15,8,,,,,,,,,,,Ring
RING,SUFFIX,#% increased Mana Regeneration Rate,79,55,42,29,18,1,,,,,,,,Ring
RING,SUFFIX,#% increased Rarity of Items found,40,24,3,,,,,,,,,,,Ring
RING,SUFFIX,# to all Attributes,33,22,11,1,,,,,,,,,,Ring
RING,SUFFIX,# to Dexterity,74,66,55,44,33,22,11,1,,,,,,Ring
RING,SUFFIX,# to Intelligence,74,66,55,44,33,22,11,1,,,,,,Ring
RING,SUFFIX,# to Strength,74,66,55,44,33,22,11,1,,,,,,Ring
RING,SUFFIX,#% to all Elemental Resistances,68,54,40,26,12,,,,,,,,,Ring
RING,SUFFIX,#% to Chaos Resistance,81,68,56,44,30,16,,,,,,,,Ring
RING,SUFFIX,#% to Cold Resistance,82,71,60,50,38,26,14,1,,,,,,Ring
RING,SUFFIX,#% to Fire Resistance,82,71,60,48,36,24,12,1,,,,,,Ring
RING,SUFFIX,#% to Lightning Resistance,82,71,60,49,37,25,13,1,,,,,,Ring
RING,SUFFIX,Gain # Life per Enemy Killed,55,44,33,22,11,1,,,,,,,,Ring
RING,SUFFIX,Gain # Mana per Enemy Killed,56,45,34,23,12,1,,,,,,,,Ring
RING,SUFFIX,Leech #% of Physical Attack Damage as Life,54,38,21,,,,,,,,,,,Ring
RING,SUFFIX,Leech #% of Physical Attack Damage as Mana,54,38,21,,,,,,,,,,,Ring
SPEAR,PREFIX,#% increased Elemental Damage with Attacks,81,60,46,33,16,4,,,,,,,,Spear
